sample	MEcyan	MEpink	MEpurple	MEblack	MEtan	MEgreen	MEyellow	MEmagenta	MEturquoise	MEblue	MEbrown	MEred	MEgreenyellow	MEsalmon	MEgrey
LV3003047110	-0.030144775975999	-0.0624576248620107	-0.0339817064903862	-0.0330760654443954	-0.0283090179994706	-0.0283326713045889	-0.0581519086148947	-0.0472040044101428	-0.0371823460329114	0.044880443277215	0.056965886842799	-0.0571705466558086	-0.0142885462856993	-0.0517807406964655	-0.0270377764073261
LV3003047094	-0.030144775975999	0.0194637596427199	-0.0341905484473986	-0.0316791887773351	-0.0201987856609063	-0.0248277319861522	-0.0426359652458031	-0.0472601828475038	-0.0350199041617958	0.0631207868804757	0.0566009006391888	-0.0563511648893672	-0.00208389509629146	0.00661941786725171	-0.016943411231908
LV3003047081	-0.0272843309662586	-0.020840457246379	-0.0405684049332476	-0.0193952379796135	-0.0283090179994706	0.0049044777120052	-0.0230211616436695	-0.0308734006677331	-0.0190406015171772	0.0433278667611149	0.0440378812884143	0.0180102652028033	0.044522705777504	0.0559859282495515	-0.0237152595344796
LV3003047065	-0.030144775975999	-0.0636178373912041	-0.0352811609937587	-0.0139179779380844	0.00614455629639508	-0.0494790801280516	-0.0571944928397836	-0.0509492862565837	-0.0264086076397967	-0.0663015174171319	-0.0273695078177971	-0.064041252130671	-0.0492992849303005	-0.0548492534324435	-0.0215290332694249
LV3003047161	-0.030144775975999	-0.0681112431384553	-0.0405684049332476	-0.0361069409406146	-0.0283090179994706	-0.0494790801280517	-0.0653174018529304	-0.0548312395262192	-0.0382562334269976	-0.155649798797664	-0.208175190832329	-0.0754408313624073	-0.121323413409899	-0.124982216871319	-0.031900134195667
LV3003047160	-0.030144775975999	-0.0681112431384553	-0.0405684049332476	-0.0345756171053479	-0.0283090179994706	-0.0494790801280516	-0.0653174018529304	-0.0502418024153143	-0.0382562334269976	-0.160925276485442	-0.211561528484363	-0.0754408313624073	-0.126858579816609	-0.124982216871319	-0.0285251354283383
LV3003047159	-0.023065114456975	-0.0129148086455189	-0.0405684049332476	-0.0293785041930275	-0.024278872277075	-0.045861134964116	-0.0555733008475033	-0.0548312395262192	-0.0371670548698831	0.0326611606390058	0.0517587545599984	-0.0610075768395082	-0.0129330187810605	-0.0283447713025088	-0.0313652732911866
LV3003047158	-0.0269844224108415	-0.0657348083040331	-0.0405684049332476	-0.0230195738793303	-0.026367392929069	-0.0431172136228481	-0.0629165574350672	-0.0261514755824903	-0.0255709342913268	-0.020039268476813	0.00575364492679841	0.0242832099591554	0.0360223872862601	0.0425764290499668	-0.032768882438371
LV3003047139	-0.027085207721267	-0.0681112431384553	-0.0405684049332476	-0.0294756566121449	-0.023530867436755	-0.046682041410081	-0.0599775342803124	-0.0404629984181954	-0.0302077490683057	-0.0134820276991744	0.015643540203841	0.0314636065805772	0.0565395950226458	0.042765653949078	-0.0318008971252512
LV3003047150	-0.0199879372131091	-0.0555510763195372	-0.0405684049332476	-0.0206933037551045	-0.0165656407938748	-0.0372596148481822	-0.01999653683559	0.00185158109093102	-0.0125123248940569	0.0313956996194485	0.0374343591337956	0.0851963147083248	0.0621134160245088	0.105156576641474	-0.0284561122797585
LV3003047149	-0.0259860290393678	-0.0463305496175817	-0.0405684049332476	-0.0177036527873885	-0.0217628158883196	-0.0431828400348006	-0.0628569564969599	-0.0449370677877944	-0.0282768765233573	0.0099602400178803	0.0562518685676266	-0.0545869594134696	-0.00231516964606743	-0.0149696873139414	-0.0278143923448667
LV3003047148	-0.0263920508033861	-0.0584585235662525	-0.0405684049332476	-0.0106050953207044	-0.0259728411752271	-0.0494790801280517	-0.0635682057371079	-0.0371328325545967	-0.029931723717813	0.0191678392552628	0.0557116910330168	-0.0318956650979844	0.024889356490289	0.0120269803962592	-0.0162879523261873
LV3003047147	-0.030144775975999	-0.0593029034624612	-0.0405684049332476	-0.0206246352470363	-0.0261107770080044	-0.0446404063816571	-0.0485695031840288	-0.0271703150797488	-0.0279098168439693	0.00608184050591373	0.0478624264033779	0.00332413627750702	0.0505487844802935	0.0506329933268673	-0.0252988465621497
LV3003047146	-0.0276999132619242	-0.04362262799167	-0.0405684049332476	-0.017780088650209	-0.0157179714866421	-0.0246881965599982	0.0159843105727703	0.0168819076372671	-0.0131091915820399	0.0373168692621278	0.0390885800118886	0.100692577472588	0.053147905251189	0.092293237758151	-0.0226929736508546
LV3003047126	-0.030144775975999	-0.0519199209360852	-0.0405684049332476	-0.0361069409406146	-0.0235730158414068	-0.0425293270181991	-0.0628289888571142	-0.0408326365300804	-0.0349768208821874	0.031469265418307	0.0617767324470887	-0.0398288049154138	0.0133814424896794	-0.0339765501660077	-0.0288171631651494
LV3003047138	-0.0184800301763359	0.0706035617872141	0.0231128308813031	-0.0329114925372282	-0.0199101446245697	-0.0454715307303296	-0.0570461231435226	-0.0548312395262192	-0.0335818145872633	0.0355686653138708	0.0492728406553257	-0.0635475749016234	-0.0379951985178098	-0.0184152873059772	-0.0187110887815449
