index	n_samples	mean	median	sd	iqr	read_weighted_mean
OAP	214	36.8356474365324	22.6881718875394	152.51704751477	198.777207225087	118.379043591008
MGI	214	-13.2606802326125	-13.8155105579643	2.21794117907114	0	-12.7562008357414
MFI	214	3.63436003594867	5.73382578186105	3.40741574726562	6.5904775575505	4.69925312214403
DCI	214	-2.91358815945063	-2.12310099828207	3.00246157703451	1.55632197874067	-1.47238501261332
MII	214	-1.22867872188267	-1.21847692669227	0.556565479158812	0.670456956215458	-1.02200259830451
SRPI	214	-0.61365582365066	-0.576471927392136	0.460382701476844	0.477169424972807	-0.818300997426304
