sample	MEpink	MEyellow	MEblack	MEgreen	MEturquoise	MEred	MEblue	MEbrown	MEgrey
LV3003047169	-0.0298954588238713	-0.0558646155028649	0.194754813496731	-0.0128058482516039	0.0450402131590834	-0.0097591564731395	0.0869219645415112	0.000868567648681406	-0.0219340167299883
LV3003047156	-0.0298954588238713	-0.04264324635252	0.114254167185047	-0.0200271780532108	0.0438492736929192	0.00643336559546803	0.0920902638458417	0.00579603639415623	-0.0252758715817811
LV3003047144	-0.0298954588238713	-0.0373934227927251	0.197433464624865	-0.0191179262601575	0.0599083892787185	0.0212716471363655	0.125110516841622	-0.00655598060979829	-0.0250781803989316
LV3003047131	-0.0184990514330025	-0.0175687932798833	0.0740086092399496	-0.0224237560902493	0.0361545880627935	-0.0420895713740413	0.00101063361908707	-0.029327282281583	-0.0243010170214151
LV3003047117	-0.0298954588238713	-0.0375607296316622	0.0694583725435246	-0.0259610159159495	0.0254204186561969	-0.0458674259499094	-0.0144551026407105	-0.0257913855336823	-0.0281938194924043
LV3003047098	-0.0298954588238713	-0.0547773666890865	0.13386069743069	-0.0238931083256176	-0.0102076958087294	-0.0589574165188726	-0.026657631438783	-0.0242971774894332	-0.024167455876123
LV3003047085	-0.0167663021836485	-0.0528452489070306	0.219511882063893	-0.0081178514569478	0.0285681388176424	-0.0240529845883876	0.0390479277028785	-0.0114088542122017	-0.0226416731577058
LV3003047070	-0.0298954588238713	-0.057152085634216	0.142096124923678	-0.0208913221488989	0.0165309016611451	-0.0485281706536888	-0.0125773326216143	-0.0250925571963358	-0.0229542791105734
LV3003047168	-0.0218840446840899	-0.0504883793009774	0.168270099651687	0.00539039039795189	0.028052664559449	-0.0186531491520018	0.0508103261297898	-0.0131740125954088	-0.00959579231523504
LV3003047155	-0.0298954588238713	-0.057152085634216	0.217438362127785	-0.0215288287551123	-0.0217696475732893	-0.0589574165188726	-0.0192429928881049	-0.0306343971063113	-0.0133858171319214
LV3003047143	-0.0191405576939065	-0.0205288272192135	0.151704378163762	-0.0230273977958621	0.0302197440881537	-0.0390649076392177	-0.00885155837387822	-0.0299353084146145	-0.018930216733813
LV3003047130	-0.0253457532036779	-0.0399272538923338	0.0967993275454703	-0.0308084875603626	0.0117116327762283	-0.0551699088478456	-0.00639106121257862	-0.0289236629808387	-0.0241054892168748
LV3003047114	-0.0242785243464292	-0.0249984425159641	0.0205986895147062	-0.0324153673951375	0.00535604246812638	-0.0512680500028758	-0.0321544222845922	-0.0313485181838198	-0.0239153808654756
LV3003047097	-0.018475752528757	-0.0294682272840518	0.114130148297942	-0.0256573723796964	0.0285938380162259	-0.0458287772517218	-0.00891415320936507	-0.0313539748749445	-0.0218755291326104
LV3003047084	-0.0105657659811677	0.0512791279192749	0.00960691517486584	-0.022444589173389	0.0511783447201586	0.0232249892727518	0.0140721572228513	-0.0206423815377885	-0.0107748712325513
LV3003047069	-0.0298954588238713	-0.0438023446468507	-0.00173488901935858	-0.0203125452775905	0.02263333397897	-0.0429675686170957	-0.0308636263150311	-0.0317255022833698	-0.0247350055047989
LV3003047167	-0.0270718704975624	-0.0547172360603222	0.000403405380581332	-0.02714804594161	-0.0157413224050798	-0.0589574165188726	-0.0216951476229724	-0.0280625174716344	-0.0255094298704158
LV3003047154	-0.0298954588238713	-0.0359090365158916	-0.037942051606522	-0.0251166533808776	0.0140990903628804	-0.0532221571385092	-0.0466263016731229	-0.0291619811492126	-0.0244806382981039
LV3003047142	-0.0298954588238713	-0.055891456816417	0.0152224171932482	-0.0222629621460003	-0.00373823965606153	-0.050658158165274	-0.002327520705311	-0.0219599482617726	-0.0295566967483546
LV3003047129	-0.0272944538233622	-0.0546145568021265	0.110151271089265	-0.0174313268466964	0.0282694217125331	-0.0386933513135555	0.0256423562165082	-0.023607884089439	-0.0240650635619561
LV3003047113	-0.0298954588238713	-0.0499499357838743	0.146860749703195	-0.010610032141509	0.0500337045280789	0.00458589073418225	0.0519267101408953	-0.022753263998817	-0.0233088474655836
LV3003047096	-0.0298954588238713	-0.0527998072996641	0.15402606802973	-0.0180283831123593	0.0338594679392204	-0.0312319980167643	0.0265641355513411	-0.0237121376388508	-0.0183763973241836
LV3003047083	-0.0298954588238713	-0.0418511853847688	0.0061791571426972	-0.0298883107202878	0.0208977381668373	-0.0489038297216635	-0.037833063018735	-0.0286340960539221	-0.0281751619962928
LV3003047068	-0.0298954588238713	-0.0506270579683948	-0.0138068805538163	-0.0271518603610611	0.0220504651613594	-0.0551957102634826	-0.031560414947337	-0.0286569257893552	-0.0252370568763766
LV3003047166	-0.0298954588238713	-0.0256248223543568	0.031007355466545	-0.0263873825682028	0.0364544393056196	-0.0429548199865599	0.00482444166595098	-0.0256138697793297	-0.0248327572483162
LV3003047153	-0.0298954588238713	-0.0272292369912798	0.0141315338127152	-0.0265081824165711	0.0391591215649474	-0.0471549595358898	-0.00296149918084849	-0.0268890885350437	-0.0290695954823418
LV3003047141	-0.0298954588238713	-0.057152085634216	-0.0466096198164225	-0.03183786655258	-0.160164790822843	-0.0589574165188726	-0.0635546177287285	-0.0325307865357179	-0.0303204357459231
LV3003047128	-0.0247391883163485	-0.0557082697474454	0.082626438717949	-0.0216431765114771	0.0267206347029941	-0.0202869176273626	0.0345038465835184	-0.0194892492756161	-0.0257148656543079
LV3003047112	-0.0298954588238713	-0.0400757463776996	-0.0196676018562488	-0.0280527768911505	0.0333537417338487	-0.0251384186971278	-0.0084618523809432	-0.0291640303024549	-0.027743196815466
LV3003047095	-0.0298954588238713	-0.0302050405460973	-0.0320254428895327	-0.0276968693205236	0.012539772248784	-0.0511359095762859	-0.0505716144506581	-0.0274223358512848	-0.0222840417340183
LV3003047082	-0.0247763661212702	-0.0447712141246171	-0.0309103116003775	-0.0284578725515541	-0.0015723548194672	-0.0532853267066056	-0.0527455062156942	-0.0316787096187054	-0.0238902042959272
LV3003047067	-0.0298954588238713	-0.0152563661965192	0.0139495822033657	-0.0159151973302249	0.0417099238924557	-0.00509827564459907	7.74755987839888e-05	-0.0299590242423255	-0.028622458925106
LV3003047164	-0.0298954588238713	-0.0515172635492259	-0.00252930541618455	-0.031165456037402	-0.002907016664633	-0.0570524451602155	-0.0404930007823992	-0.0306249851798889	-0.0222056434245241
LV3003047152	-0.0244712308560926	-0.021532233681342	-0.00786701149108406	-0.0283819743560295	0.0265463390282691	-0.0493450575544377	-0.0313327467664305	-0.029591523191588	-0.023761753494161
LV3003047140	-0.0298954588238713	-0.057152085634216	-0.043194176911056	-0.033329110812266	-0.116693751951998	-0.0589574165188726	-0.0625409469160997	-0.0325307865357179	-0.0304029182133899
LV3003047127	-0.0298954588238713	-0.057152085634216	-0.0433163064804582	-0.0270546330123945	-0.0658557160504011	-0.0589574165188726	-0.0606060791159288	-0.0313678227111089	-0.0200155199810324
LV3003047110	-0.0298954588238713	-0.0524803165402102	-0.0351861129456345	-0.0314726913103774	-0.0148328158792061	-0.0532908516698611	-0.0514158625937254	-0.0325307865357179	-0.024749542075747
LV3003047094	-0.0298954588238713	-0.0154556776489535	-0.0240466038681941	-0.0302393722490802	0.0144704472226436	-0.0436784869831614	-0.0491513054249426	-0.0314224703963045	-0.0163055953583203
LV3003047081	-0.0224055342481165	-0.0308616676839901	-0.00442089640484647	-0.0224395432446437	0.0258441038086167	-0.0237452703809806	-0.00386960669453104	-0.0227813271433951	-0.0264935229380328
LV3003047065	-0.0298954588238713	-0.0527938310969202	-0.0466096198164225	-0.0172513898391517	-0.0639070491673097	-0.0544109037740996	-0.0459102122038189	-0.0209223650825242	-0.021220321476455
LV3003047161	-0.0298954588238713	-0.057152085634216	-0.0466096198164225	-0.033329110812266	-0.160590410361826	-0.0589574165188726	-0.0635546177287285	-0.0325307865357179	-0.0297177199242019
LV3003047160	-0.0298954588238713	-0.057152085634216	-0.0466096198164225	-0.0326359778638138	-0.166556525148564	-0.0589574165188726	-0.0624782672333587	-0.0325307865357179	-0.0285261502426173
LV3003047159	-0.0274323788899254	-0.0262589773358451	-0.0434961358416219	-0.027611511777314	-0.0131978579038893	-0.0512195702580567	-0.0517820196993232	-0.0325307865357179	-0.0271531887576948
LV3003047158	-0.0268129287501786	-0.0544680543340876	-0.0408662420644032	-0.0251301944623382	-0.0175841655695768	-0.057154012055492	-0.0169370170379242	-0.0299646305813747	-0.0271922218831713
LV3003047139	-0.0270410779443747	-0.0557474535391172	-0.0466096198164225	-0.0262910364840963	-0.0163750092185754	-0.0571859299582006	-0.0198399278278611	-0.0305267082162591	-0.027766717827769
LV3003047150	-0.0217468069371972	-0.0512834993965377	-0.0404821713758208	-0.0176975784237089	0.0258883103849779	-0.0290746702325671	0.0224126709518892	-0.0237597969647452	-0.0245514622403948
LV3003047149	-0.0298954588238713	-0.045329173090136	-0.0466096198164225	-0.0223227287741596	-0.0143198593096279	-0.0556433354836471	-0.0488106054881245	-0.0310926607164953	-0.0256268526025127
LV3003047148	-0.0298954588238713	-0.0501679045202071	-0.0466096198164225	-0.021122473911445	-0.00174961808333213	-0.0573064751812091	-0.0426853525146516	-0.0298256753436126	-0.01433324183718
LV3003047147	-0.0298954588238713	-0.0513019390484718	-0.0466096198164225	-0.0234925449445884	0.00637003886074006	-0.0486371687926374	-0.0274671599038379	-0.0277818216520052	-0.0227921113775103
LV3003047146	-0.0271984736804858	-0.0423304266261079	-0.0264164708518437	-0.01676194689625	0.0409461386422461	-0.00193173863885666	0.0337713275430718	-0.0250638366031394	-0.0238336266418919
LV3003047126	-0.0298954588238713	-0.0497783557921646	-0.0408839831246076	-0.0324675334541768	-0.0102130815172035	-0.0555577294404947	-0.0483844440854598	-0.0306357446405619	-0.0247248244047322
LV3003047138	-0.0160054183387836	0.0276794296006561	-0.0432034321277051	-0.0300058773941178	-0.00739756526332219	-0.0494657725968896	-0.0575631501380306	-0.0313949090218825	-0.015459789183849
LV3003047137	-0.0273928493221513	-0.0517207389425503	-0.0309546754592496	-0.0217862227438906	-0.0376040851932324	-0.0573426978178261	-0.0407916626413427	-0.0301860346830447	-0.015287375245352
LV3003047136	-0.0236893748156497	0.0824989737516616	-0.0466096198164225	-0.02984821797882	0.00769104030250971	-0.0344523152460478	-0.0478569104839268	-0.0314681467700665	-0.0165629299431149
LV3003047134	0.027182610900201	0.123959707832221	-0.0466096198164225	-0.0301814882583297	-0.0220134127514254	-0.0257090739081038	-0.0597839793377876	-0.0286360981990821	-0.0113683750302273
LV3003047133	-0.0298954588238713	-0.0141147763237945	-0.026378132632102	-0.0323149858607028	0.00446197636735038	-0.0571568948810307	-0.0583459487191194	-0.0325307865357179	-0.0103076271368592
LV3003047107	-0.0298954588238713	-0.00790490145934006	-0.0380585777838882	-0.0282059197030751	0.0120735974847296	-0.0481045840407781	-0.0501736600993683	-0.0325307865357179	-0.009605926213286
LV3003047125	-0.0298954588238713	-0.0323181510362933	-0.0466096198164225	-0.033329110812266	-0.0685294456997099	-0.0589574165188726	-0.0617417560552541	-0.0325307865357179	-0.0210169071748441
LV3003047124	-0.0298954588238713	-0.0557514830507643	-0.0466096198164225	-0.0265089972422261	-0.116162341740354	-0.0573257497188954	-0.0576502963917948	-0.0315970003130713	-0.0189940251633271
LV3003047123	-0.0272480615268703	-0.0557882105219077	-0.0466096198164225	-0.0323395592161369	-0.138340988640928	-0.0589574165188726	-0.0593098695441343	-0.0325307865357179	-0.0268767977343232
LV3003047122	-0.026854032931561	-0.057152085634216	-0.0466096198164225	-0.0309139489556894	-0.11833189918593	-0.0589574165188726	-0.0625886636348463	-0.0325307865357179	-0.0217672716001602
LV3003047093	-0.0298954588238713	0.0795440333598977	-0.0466096198164225	-0.0304083875577393	-0.00396127641410079	-0.0298247099632827	-0.061523505026963	-0.0317371194462261	0.00169515519152345
LV3003047106	-0.0298954588238713	-0.0351266620061735	-0.0466096198164225	-0.031816103228847	-0.0570388781815242	-0.0589574165188726	-0.06258564729788	-0.0325307865357179	0.00422281501719165
LV3003047105	-0.0298954588238713	-0.0557288838724253	-0.0466096198164225	-0.033329110812266	-0.122484321184968	-0.0589574165188726	-0.0635546177287285	-0.0325307865357179	-0.0218149688293418
LV3003047104	-0.0298954588238713	-0.0516115141637761	-0.0466096198164225	-0.033329110812266	-0.114476070660656	-0.0589574165188726	-0.0625104672378634	-0.0325307865357179	-0.0193894882893277
LV3003047101	-0.0194239198782953	-0.0330026126141071	-0.0466096198164225	-0.0324041747081488	-0.0264806834883466	-0.0511458153710439	-0.0586877557303217	-0.0306198101864693	-0.0149566417077959
LV3003047100	-0.0298954588238713	0.047044243727968	-0.0466096198164225	-0.027364930154895	-0.0012647051126921	-0.0427495596622974	-0.0577753657137971	-0.0295447475676738	-0.00409959000083936
LV3003047080	-0.0298954588238713	0.00152008711293275	-0.0466096198164225	-0.0262704304461837	0.0118245289933213	-0.0478734434062548	-0.0575875074133477	-0.0316266361646392	0.0123218807503357
LV3003047091	-0.0236248764575716	0.0218829006067986	-0.0466096198164225	-0.0324534726634056	-0.0420851236052678	-0.0517089558745214	-0.0604857878796966	-0.0302361025564962	0.00896763683576353
LV3003047090	-0.0298954588238713	-0.0476199187642878	-0.0434820559495799	-0.0314769748749949	-0.112744140585317	-0.0589574165188726	-0.0615880885401773	-0.0325307865357179	-0.00610739058668435
LV3003047089	0.0348485863860729	-0.000542567481028462	-0.0466096198164225	-0.0315868421574152	-0.114440177934982	-0.0506733143858285	-0.0635546177287285	-0.0281171790327825	-0.00844216114779245
