sample	MEpink	MEgreen	MEmagenta	MEpurple	MEred	MEblack	MEblue	MEyellow	MEgreenyellow	MEbrown	MEturquoise	MEgrey
LV3003046953	-0.0457560349697191	-0.0305487212940014	0.110321642981049	0.0562480156151959	0.0931856746672752	0.0552528555726328	-0.0116593354770407	-0.0158553761517505	0.138926418065929	0.0766216467114555	-0.0401271255985495	-0.0364352880801072
LV3003046939	-0.0390926829636824	-0.0365424796508158	0.105252093759967	0.162334238760909	0.126023338777455	0.0538049197832675	-0.0196917242876449	-0.033335999351934	0.105847710304183	0.0763910579883346	-0.0414533154653216	-0.0414715195599933
LV3003047045	-0.0366064161341108	-0.0357295099130916	0.111903978204787	0.142539241100093	0.129901115443488	0.0558826687281254	-0.0251741551408361	-0.0418738385651902	0.0599734274091712	0.0691737963737326	-0.0640605827755459	-0.0462714140102202
LV3003047013	-0.0419448473092695	-0.0367667867243076	0.0975701143962032	0.198189259864581	0.1235527400211	0.00503366288979424	-0.0205229591203833	-0.0644338867463066	0.0356714120185397	0.0287626722093736	-0.0991065224125257	-0.0476175437786979
LV3003046995	-0.0441890699119565	-0.036977543473531	0.103714532105162	0.124760914984278	0.113162485627959	0.0323543692323841	-0.0278679154820353	-0.0469714403516978	-0.0141241449263988	0.0522190107396485	-0.0712519127016323	-0.0423573554675082
LV3003046980	-0.0548393337854217	-0.0369422593207797	0.0932109082699566	0.258626592954579	0.15132335027601	0.0586197739942164	-0.0199649788155422	-0.0653109394647393	0.0221166395960696	0.0352133703918632	-0.0791579406381643	-0.0504947606699048
LV3003046952	-0.0326621874260488	-0.0380076982203977	0.109776925392929	0.284084522372889	0.203422413779937	0.0701562338705958	-0.0124755694043115	-0.0463189867744447	-0.0795829198370342	0.0341608023613567	-0.0520697344299038	-0.0520560967971366
LV3003046938	0.00959027417125595	-0.0380076982203977	0.11791076784838	0.299427725193432	0.209669963275476	0.0911892745981195	-0.00629357946843261	-0.0354229868754077	-0.139508955532927	0.05463361096916	-0.0110682676419393	-0.0561467997797851
LV3003047044	0.041255753711898	-0.030992202941807	-0.0589197360123693	-0.0174659141419104	-0.043164617398961	-0.01346804372173	-0.0340232838745502	0.0206385446319637	-0.0784230248075437	-0.0125004185276168	0.016767338387084	-0.045227272360012
LV3003047027	0.00230527525066104	-0.0335154352532623	0.11193946108757	0.256583451929335	0.184160433455469	0.104825968858572	-0.0122241715274501	0.00877979164319505	-0.0531895418410107	0.0607000802696145	0.0190035681537991	-0.0504574014521577
LV3003047010	-0.0403152043815356	-0.0362486684144755	0.110122922826407	0.289579909766972	0.170363465678575	0.0474576459258108	-0.00409011649393848	-0.0343542253166743	-0.0471701354162334	0.058064238532444	-0.0556225224870291	-0.053459434454122
LV3003046994	-0.0548393337854218	0.244229179722699	-0.069590759045695	-0.0313545908776252	-0.0569522192106537	-0.0611504676402379	-0.0291941280976493	-0.0420767104615328	0.0593612618265169	-0.0930725362351099	-0.0274302061615385	0.00818623004170161
LV3003046979	-0.0211174682452846	0.0831994895707426	0.063985770844664	-0.00116145754210242	0.0589574547481554	0.0299468685791403	-0.0114232734552107	0.00255471894227535	0.0427311702023438	0.0284871624459598	0.0300792080883391	-0.0195444892284709
LV3003046966	0.0758058863064454	0.0378639539997568	-0.0271709840365323	-0.0224871417762131	-0.0511957442574742	0.0446445022882808	0.0310399077110553	0.127985975109332	0.0503130116418742	0.0412869076879756	0.0841739085106668	-0.0382171822950239
LV3003046950	0.0302495623700871	0.0215299710112115	0.0289026666470514	-0.0275980008209912	-0.0449577899073875	0.113407175854354	0.0786945525694353	0.135024509916236	0.0409676847503949	0.0672566033804793	0.0909986733551851	-0.0413097165159848
LV3003046937	-0.0369553815263076	0.000356947502387335	-0.00372218457068776	-0.0345562337855558	-0.0595399172096184	0.0273708718407354	-0.00894010565959606	0.0406361563646871	-0.00292343549341573	0.0311352365241913	0.0547929060676396	-0.0304199569158083
LV3003047041	-0.0268608251732312	0.14863010114442	0.0638629472724659	-0.0345562337855557	-0.0344526667026933	0.12886772256404	0.163078746488951	0.170659672013471	0.0915323705760219	0.102707299870249	0.109479904689976	-0.0190613566626543
LV3003047026	-0.0548393337854217	0.330138627475983	0.0264038282117576	-0.0345562337855558	-0.028533896696284	0.0464769480407379	0.065260503425864	0.050686380108139	0.131722191628394	0.0380294248532082	0.0621599179301281	0.0208496511422563
LV3003047009	-0.0548393337854217	0.279350950296326	-0.0762628152959117	-0.0345562337855558	-0.0610297397079359	-0.0451062376625139	0.00802960419917511	-0.0150125364135909	0.0642020911402647	-0.0352999449349508	0.00568096518409664	0.0111705209794512
LV3003046993	-0.0548393337854217	0.33049802978928	0.0909168160661779	0.231660176381887	0.150214125341286	0.109660121705266	0.0692849604723396	0.0578094520641485	0.0538256406404658	0.0728999531965224	0.0506599639375678	-0.0203514197918039
LV3003046978	-0.0333628610441999	0.0954375546383407	0.0516211286560058	-0.0345562337855557	-0.0499609984208595	0.140837908068268	0.190046133120281	0.160806852378804	0.0684948501339778	0.104000879318079	0.103043668255547	0.0121292303042929
LV3003046965	0.0282636332229592	0.106917378456756	0.0823433541281016	-0.0269021457241588	-0.026368318428242	0.173467346694442	0.300740221186173	0.215696684859261	0.0761664138621334	0.135518486389505	0.130924468631019	-0.0300688677873859
LV3003046949	-0.0198607267771533	0.0202624615405718	0.0500052222571249	-0.0345562337855558	-0.0395645581008382	0.126839029314553	0.197109829126129	0.177076783709706	0.036517838844889	0.0922929494690697	0.103318434417994	-0.0186904408450868
LV3003046936	0.000554258482235178	0.0724082991540304	0.0684796357549745	-0.0345562337855558	-0.0387664655175523	0.157824325663357	0.26303902575767	0.20769134988666	0.0691095709877598	0.123891653944869	0.12776563765893	-0.0302852998430078
LV3003047145	-0.0548393337854218	0.186290903049989	-0.0156297882156576	-0.0345562337855557	-0.0612592232820569	0.0308324118052571	0.00487012707712833	0.0379306269327516	0.0681503613484637	0.026364714847985	0.0568405719384177	0.00265939961977658
LV3003047132	0.110889954913847	0.0329725021989994	0.0772748276248388	-0.00361057998474618	-0.0275353658938458	0.171027495529615	0.290295527769839	0.217157484632078	0.0667564740444965	0.136908169272397	0.140514708975178	-0.023733547151174
LV3003047118	-0.0341993234937967	0.0112677669450892	0.0631448418381849	-0.0345562337855558	-0.0391531598875761	0.145359154769808	0.180669419792667	0.144548499880771	0.0296553234652955	0.103391362831827	0.0987649040418411	-0.0259028598814362
LV3003047099	-0.0103582693499774	-0.021967039492521	-0.07642038606707	-0.0247267367348651	-0.0571861956821241	0.0161157248290962	0.00186403547802872	0.0606664937601802	0.0250948637643835	0.0285322304122306	0.0514995027921589	-0.022875760313782
LV3003047071	0.11562658774863	-0.0310311984592362	-0.103422200643735	-0.0253020180603047	-0.0612469130689053	-0.0486128591409227	-0.0210733249647775	0.0571650925188355	0.0187040476460447	-0.0031209289858826	0.0511615924006774	-0.0208169006077962
LV3003047169	0.208678750688059	-0.0227882607399964	-0.0870987701505826	-0.0345562337855558	-0.0595099438627049	-0.0134392594006947	-0.00229462959039597	0.092105315401058	0.0400233578164155	0.00138386059222871	0.0633096092293878	-0.026254748975437
LV3003047156	0.132328661370963	-0.026053583875108	-0.0373475933152067	-0.0345562337855558	-0.0593465053216894	-0.00601091506006302	0.00673504298635966	0.0957808393704959	-0.00783381028178944	0.0196613312947983	0.0611456236034896	-0.0309629561886168
LV3003047144	0.179790432169776	-0.0266774056894349	0.00798929626216638	-0.0345562337855558	-0.0591716988728196	0.0225467122256475	-0.00158861824070744	0.126803963341539	0.0258331055132162	0.0412635262070587	0.0764418605121003	-0.0350364971745208
LV3003047131	0.0722844918927121	-0.0294889195202386	0.015737011432805	-0.0206464607982153	-0.0275048541548913	-0.0568489170382795	-0.0352145029445752	-0.0115277314518367	0.00494610460794705	0.00225657401575173	0.036429284725687	-0.0264835455965205
LV3003047117	0.0684748746796303	-0.0315084745748402	-0.0140171242560814	-0.0345562337855558	-0.0468175090916865	-0.0546015001303179	-0.0294170340685611	-0.0294569041453831	-0.0270304331594949	-0.0163474310958035	0.0228526498415212	-0.0313741081539743
LV3003047098	0.149995297302328	-0.0282777811181735	-0.110589247559709	-0.0345562337855558	-0.0596595010957604	-0.0681926690980369	-0.0339407503939051	-0.0361043920644116	-0.017524669491945	-0.0835449452564998	-0.0143065985773364	-0.0277500758668321
LV3003047085	0.228657130800519	-0.0150710013896441	-0.123500106394981	-0.0242908854689246	-0.0593172039962107	-0.0239602251546335	-0.014369359758839	0.0361165213189214	0.027739903430425	-0.0184322698660268	0.0458274456124125	-0.0317884927942987
LV3003047070	0.163201094062612	-0.027794836615771	-0.105134508728115	-0.0345562337855558	-0.0594202706230206	-0.0605597432001931	-0.0295707365708006	-0.0243708948926047	-0.00292536784316633	-0.0329463205619851	0.0192151961958009	-0.0252586814847742
LV3003047168	0.187337435199618	-0.00305569315046014	-0.116648613434429	-0.0247768208934252	-0.0575325257109691	-0.027330697149422	-0.0175876756867611	0.0520735818891097	0.0327197754034189	-0.0160314128915638	0.0460636308514023	-0.0183862291985812
LV3003047155	0.220986014583006	-0.0281705183052759	-0.149004175156977	-0.0345562337855558	-0.0593198521542612	-0.0704301534365639	-0.0369290893916964	-0.0358711948968769	0.00042974760331964	-0.0943045804339094	-0.0288460281296309	-0.0189550282336549
LV3003047143	0.169792747999357	-0.0296541607307593	-0.00442677783394697	-0.0216338086983636	-0.0317346573238667	-0.0455571424863479	-0.0356756186360888	-0.0163182370875843	0.0105593282015299	-0.00766575775811452	0.0237695868071122	-0.0239539485603233
LV3003047130	0.099409453226304	-0.0353071859679898	-0.050785670339029	-0.0292254499901704	-0.0426329863623881	-0.0653751313232757	-0.0336310226828793	-0.0159295207859896	-0.0610948040942653	-0.0228841210522906	0.00543413793917701	-0.0303754075852189
LV3003047114	0.0214048666742899	-0.0370496425168504	-0.0431490017029052	-0.0279750028682866	-0.0243018868968862	-0.0644095974383882	-0.0412165825258248	-0.0425117386389472	-0.0464623018349768	-0.0258811183018127	-0.00926148944673797	-0.0296674360352944
LV3003047097	0.120338465668544	-0.0314134683884919	-0.0122367498592078	-0.0211142305003517	-0.0331857450567038	-0.0551844433345639	-0.0404692204650646	-0.0132870619695528	-0.0177388668168238	-0.0111221268812669	0.023543656540369	-0.0269026460070913
LV3003047084	0.00811157881556826	-0.0292571030513334	0.0472229303704168	-0.00505795427671563	0.0458000515261719	0.023222495643973	-0.0201448369114667	-0.000890145194448022	-0.00215122319342815	0.0394271840243606	0.0458780304179164	-0.0144265124950815
LV3003047069	-0.00515450464955103	-0.0257925976891536	-0.0264008987723424	-0.0345562337855558	-0.0529546776817928	-0.0462862648780772	-0.0387699530798726	-0.0414087766530867	-0.0362372694658359	-0.011990404267615	0.013804133366996	-0.0284373267355182
LV3003047167	-0.0058738382693501	-0.0315800784770349	-0.124941824905333	-0.0309215846978927	-0.0610578682336631	-0.0663507593112189	-0.030883390155603	-0.0388197163424489	-0.0563417780431063	-0.0881973446591546	-0.0143005315680924	-0.0308034147527419
LV3003047154	-0.044562551085658	-0.0310145705764527	-0.0110537078274645	-0.0345562337855558	-0.0403723466933624	-0.0606204115470324	-0.0356359022168238	-0.0641085986160809	-0.0488606189501674	-0.0291470304373228	0.00311100641422755	-0.0270773813215147
LV3003047142	-0.00198972519328051	-0.0289033301691789	-0.124264406935712	-0.0345562337855558	-0.0614384612929621	-0.0681298654192826	-0.0302092656432441	-0.0118917565852428	-0.0638271979908154	-0.0548767095740101	0.000363868347860092	-0.0374430827221222
LV3003047129	0.104609972678975	-0.0230596901866356	-0.123113498359519	-0.031208103902732	-0.0630590762828243	-0.0426262419128112	-0.0235994580994326	0.0200181524746894	-0.00742547308268206	-0.00537875195950581	0.0337159875446031	-0.0283546390392485
LV3003047113	0.139416975871769	-0.0190487681418489	-0.0310222212293081	-0.0345562337855558	-0.0593665059556378	0.00435619782088662	-0.0209705350768072	0.0464392126882245	0.0273478590739593	0.0229761677068498	0.0558783731741712	-0.0293865426494553
LV3003047096	0.129188395406001	-0.0236111995841817	-0.0798334805375878	-0.0345562337855558	-0.0569638410226707	-0.0319560816047778	-0.0250868514224556	0.0160134063637577	0.0155770716982663	0.000939939010372734	0.0390576644295336	-0.0242781360612937
LV3003047083	0.00371588649990251	-0.0344866048920826	-0.0292405486032757	-0.0345562337855558	-0.0448172900670425	-0.0544387261157348	-0.0355627561529618	-0.0512416175410513	-0.0427049373525464	-0.0147245895219061	0.00632649345312701	-0.032158123001252
LV3003047068	-0.015164877116532	-0.031831535066013	-0.0364794866495706	-0.0345562337855558	-0.0542323587965675	-0.0624783305735131	-0.0374203979575339	-0.0386095070893996	-0.0483135623473006	-0.0153754380597109	0.010139687797559	-0.0294823444788697
LV3003047166	0.026802184314967	-0.033310008451349	-0.00817383706121687	-0.0345562337855558	-0.0314153335374245	-0.0522885251657362	-0.0273294822412204	-0.00306812371967131	-0.0224447051885928	0.00859513453056237	0.0282816337707664	-0.0305129530347811
LV3003047153	0.0137745256699993	-0.0320143142492165	0.0203921113136613	-0.0345562337855558	-0.0383003521316471	-0.0589542736654784	-0.0343284138184726	-0.00689370355778003	-0.0236472061894548	0.00650701338349426	0.0342100673918419	-0.0334870912366465
LV3003047128	0.0824515418272911	-0.0260875643527302	-0.1098797211301	-0.0284458986453475	-0.0590728055536261	-0.0292826194541939	-0.0175917389990402	0.0241554160347434	0.0118321360221991	-0.0182823397142056	0.0351462731521237	-0.0312097434173136
LV3003047112	-0.02586302777178	-0.0305407480319254	0.000186608279956166	-0.0345562337855558	-0.0503411042493573	-0.0338773815288672	-0.0347266585480319	-0.0166096119277322	-0.0572944360293582	0.01233279918891	0.0313927559429801	-0.0339397326006751
LV3003047095	-0.0376298381267496	-0.0322497573123619	-0.00691874493229369	-0.0345562337855558	-0.0365255659378526	-0.0595722326690296	-0.0369100252069195	-0.0657409695884196	-0.0596906231483908	-0.0219058593161142	-0.00820839632253864	-0.0254005702525154
LV3003047082	-0.0359695345694201	-0.0328483570917156	-0.0356958350486301	-0.0283416802064636	-0.0473608990120182	-0.0656251605199527	-0.0406785637982509	-0.0677346164466918	-0.0377799177966433	-0.0468354845525692	-0.0247233825110015	-0.0302500032651115
LV3003047067	0.00234357317938053	-0.0214915184026921	0.0186084958781658	-0.0345562337855558	-0.0240372746634925	-0.0152788560221413	-0.0317821272929023	-0.0139947593226551	-0.00957450137926118	0.020939178652656	0.0375034095961424	-0.0323179944334248
LV3003047164	-0.00772854818973822	-0.0358702031810787	-0.044752438331009	-0.0345562337855558	-0.0573238917311693	-0.0700406111107618	-0.0379974835754136	-0.0569320584456644	-0.054229698788152	-0.0537852379623322	-0.0181453953887816	-0.027782609234036
LV3003047152	-0.0153375367161579	-0.0337596631911662	0.00898797686180266	-0.0282261665612679	-0.0345886217250537	-0.0501870051867963	-0.0347709498220504	-0.0464940634398314	-0.0527638413976189	-0.00825990005153933	0.0161486819017954	-0.0284516538047755
LV3003047110	-0.0445137648072615	-0.0360948619750733	-0.0551792113866166	-0.0345562337855558	-0.0608891263862484	-0.065109799797111	-0.0411916613990277	-0.0693061150935188	-0.0693523082470725	-0.0591877011254683	-0.0430201204173726	-0.0287774949910643
LV3003047094	-0.0315529616343152	-0.0348417443566586	0.0154425615553866	-0.0345562337855558	-0.0220174056750781	-0.0535880666470799	-0.0398487783881957	-0.0651852093031643	-0.038452611624967	-0.0135958313520808	-0.0229186650780414	-0.0198996714126178
LV3003047081	-0.00886544455454151	-0.0319144721213424	-0.0372679448902903	-0.0307922132362706	-0.0364201480470355	-0.0358080957047575	-0.0298085412244078	-0.014071991059979	-0.00233183899785495	-0.017487218068251	0.0189416710355956	-0.0306043775758952
LV3003047065	-0.0548393337854217	-0.0238220247482634	-0.138709267577115	-0.0345562337855558	-0.054044128134805	-0.063239156925594	-0.0312584885912371	-0.0627095964959573	-0.0196675720894358	-0.147886180522392	-0.123025858967111	-0.0266806506155952
LV3003047159	-0.051173294410525	-0.0317816809621443	-0.0247937556185531	-0.0313856472126681	-0.0255402951034348	-0.0695036274590332	-0.0417161006892439	-0.064073018857113	-0.0926964927622353	-0.0354029504543689	-0.0526235618817179	-0.0336592895525202
LV3003047158	-0.0512852837803471	-0.0310697900982002	-0.137500358861704	-0.0305882633078314	-0.0630590762828243	-0.0704276798156243	-0.0358237264313966	-0.0262490615225894	-0.0946588631757333	-0.0850941362923175	-0.00801075148095681	-0.0324091846751592
LV3003047139	-0.0548393337854217	-0.0307616487601693	-0.146063864046514	-0.0308819471472245	-0.0610457378444914	-0.0677509123416929	-0.037917328050321	-0.0261415930021541	-0.0828272796891956	-0.0802929760418792	-0.0093842822337556	-0.0329235620008307
LV3003047150	-0.0478761635127052	-0.0217497933566712	-0.0940465307660135	-0.0245930544415175	-0.0578670941974607	-0.0443586426021954	-0.0262449041894504	0.0176158214493805	-0.0400297189449271	-0.00786087968805988	0.036820276887871	-0.0298809964010692
LV3003047149	-0.0548393337854217	-0.0290608323021129	-0.0450495271984906	-0.0345562337855558	-0.0538252681616043	-0.0704169530545834	-0.0348738521799485	-0.062668089259806	-0.0401594535803193	-0.0755116032010083	-0.0402894700530822	-0.0279716723058528
LV3003047148	-0.0548393337854217	-0.0306175511467243	-0.0601244687245805	-0.0345562337855558	-0.0513935743828287	-0.0657036205224792	-0.03509782778236	-0.0543027792269522	-0.026292258185352	-0.046534422312036	-0.0284311763616883	-0.0176220222612764
LV3003047147	-0.0548393337854217	-0.0303633821715326	-0.0953177552791441	-0.0345562337855558	-0.0573093471950499	-0.0673790260675054	-0.0337933145408232	-0.0281929480655773	-0.0225665891661704	-0.0353633470612652	-0.00720905955955729	-0.0260144713854889
LV3003047146	-0.0348157946948053	-0.0249434769003699	-0.0552275210651447	-0.0310845539732012	-0.050160732762707	-0.00993267538697486	-0.0246825300000766	0.0297215629805114	0.0138825979767236	0.0141111025808316	0.0441283787742207	-0.0256711590070577
LV3003047126	-0.0481502700463157	-0.0371337361612439	-0.0688941632717048	-0.0345562337855558	-0.0526767701417829	-0.074757032560639	-0.0373216792994911	-0.0587559796513158	-0.0483563959255382	-0.0525123425396583	-0.0380562760365456	-0.0270589400687362
LV3003047138	-0.0506621187469581	-0.0345095846684983	0.0358906657760241	-0.0178417377689961	0.0251078455448967	-0.0635753705537128	-0.041141937902976	-0.0690775276060223	-0.0258195646758682	-0.0248125393088553	-0.0742713101013593	-0.0119755805346381
LV3003047137	-0.0360663258985	-0.0288149566418158	-0.0873393478745011	-0.0313347629863426	-0.0553206140080263	-0.0691559738918962	-0.0368256570474225	-0.0532196458522755	-0.0195696177410519	-0.149587087169462	-0.0575267988376645	-0.012667598690719
LV3003047136	-0.0548393337854217	-0.0343694123346832	0.0482529402774524	-0.0191891593612917	0.0908612893832608	-0.0479321958188746	-0.0388829145177311	-0.0563340508431	-0.0502663250655546	-0.00657878439326262	-0.0404112718362294	-0.0154139663572258
LV3003047134	-0.0548393337854217	-0.0347480159853668	0.05658373370862	0.0586853735729319	0.119246977383691	-0.0478522191828664	-0.0383737479422787	-0.0740062584846917	-0.0656946231415027	-0.0183509588060034	-0.104676646104738	-0.0113507690023344
LV3003047133	-0.0351820289603953	-0.0370072720336633	-0.0165120438933632	-0.0345562337855558	-0.0138086535615365	-0.0708192407697551	-0.0407631890148264	-0.0708107684696071	-0.0335994905150096	-0.0217574649307381	-0.0366675751665462	-0.00912016021161134
LV3003047107	-0.0448260320696868	-0.0354933604813643	0.00103774894381387	-0.0345562337855558	-0.0120311930678249	-0.0589583762097866	-0.0402662473798931	-0.0574882007201067	-0.0329968426420403	-0.0109848023097064	-0.0255492402951855	-0.00876683741963472
LV3003047093	-0.0548393337854217	-0.0347846965207528	0.0412507281261535	-0.0345562337855558	0.0907572481486042	-0.0518107434591223	-0.0414821537897965	-0.075009938179973	-0.0322249642618901	0.00493664033585318	-0.0827014916840047	0.00402450014851383
LV3003047106	-0.0548393337854217	-0.0342829938598133	-0.074834018724336	-0.0345562337855558	-0.0299909241044853	-0.0773520895674751	-0.0421809459936442	-0.0778831865845795	-0.0755382112663385	-0.0936771836771695	-0.13798222686981	0.0040596651009348
LV3003047101	-0.0548393337854217	-0.0380076982203977	-0.0336082335416452	-0.0301198448849108	-0.0349485099687021	-0.0675040026786357	-0.0398760886884551	-0.0710902922259134	-0.0315183077612035	-0.0598131261153248	-0.0930489519650093	-0.0122526608869878
LV3003047100	-0.0548393337854217	-0.0327990599387211	0.0530350944507545	-0.0345562337855558	0.0446272755499929	-0.0565245608105822	-0.0393495954296906	-0.0680320499003456	-0.0120930819443281	-0.0149460509681296	-0.066790586068623	0.000869188354413414
LV3003047080	-0.0548393337854217	-0.0316401842083919	0.0200222620445379	-0.0345562337855558	-0.0034146677364201	-0.0555707593323129	-0.0412384874779657	-0.0718551502924499	0.0070085643594887	-0.00634132580764028	-0.0424548263800034	0.0179788899204075
LV3003047091	-0.0548393337854217	-0.0371194732543321	0.0285910497732362	-0.0271449365409354	0.0196925054169107	-0.0656909582427887	-0.0405539438255324	-0.0739321094767028	-0.0477924533036505	-0.0432468287601188	-0.155790508456565	0.0139628435272125
LV3003047079	-0.0548393337854217	-0.0265637885144904	0.031070263398413	0.0922132413075941	0.0226047997622849	-0.0552496363214137	-0.0371827494674253	-0.0767213056475517	-0.104513826909224	-0.078370133145405	-0.160436239845407	-0.0141251877678907
LV7001898100	-0.0465337698905619	-0.032177784123712	0.0967142804542597	0.13129896073558	0.141055634801418	0.0599094477479821	-0.0205566086563172	-0.0306183568618543	0.171263863807882	0.0728865465092037	-0.0257878142140914	-0.0356684900529373
LV7001898088	-0.0207027703850291	-0.028989615759878	0.111258415136859	0.102808250608722	0.0855592378636428	0.0744450822767598	0.0293259273124045	0.0993736991191224	0.12163423964675	0.0907611624783347	0.0756388019254631	-0.034283131066009
LV7001898076	-0.0236558220274827	0.238761133920915	0.080378946720009	-0.00917720454530052	0.0449975097311744	0.180977246275884	0.27837723723534	0.188839177803325	0.126618846364751	0.119921627261873	0.129097305579879	-0.034148499594756
LV7001898064	-0.0515876398405063	0.213641967586536	0.0193810863375493	-0.0345562337855558	-0.0537853624719747	0.0493466821303247	0.0168001563534684	0.0171347115120385	0.110516648259114	0.0454609652609021	0.0494460284267091	-0.0220690312527437
LV3003061546	-0.0548393337854217	0.26517195681231	-0.0878238796025121	-0.0345562337855558	-0.0630590762828243	-0.0724185115258172	-0.0173296958282804	-0.0540227907057072	0.0887198258943577	-0.0669767264603414	-0.0439212105343689	-0.012571134888811
LV3003061533	-0.0548393337854217	0.288699467967959	-0.0263866182118658	-0.0345562337855558	-0.0587798125557331	-0.053596239044628	-0.0270782410485758	-0.0251180918852457	0.0785251274818678	-0.00857103472672924	0.0188585923169751	-0.0173427766503649
LV3003061518	-0.0104851142668404	0.0322999111767663	0.0821692811192072	-0.0273783309520199	0.000425601479810873	0.145689050920925	0.175120784873256	0.152050462314059	0.0756220501621552	0.0958312437325322	0.101606256942528	-0.0313999371135943
LV3003061506	-0.0515266557350564	0.132489055641076	-0.0543255476570072	-0.0345562337855558	-0.0591784464744482	-0.052409208316863	-0.0335567901914521	-0.0342869839745136	0.0576245295003343	-0.0147777810466775	0.00954848085629451	-0.031442724143213
LV3003061492	0.00408779659983579	0.146244198985316	0.0857272517898912	-0.0205859727715713	-0.00150907820178439	0.188778005365121	0.295315192196134	0.20807430089808	0.0945945050888044	0.136803278316529	0.129520035960406	-0.0385797963673062
LV3003061477	-0.0237155135876575	0.0294133534481838	0.0915549522394821	-0.0103485597179965	0.00378055865201011	0.174153424732308	0.291643085613787	0.196605487785015	0.0782373416739368	0.130826731283503	0.121910959809629	-0.0450479273634854
LV3003061572	-0.0307206496096962	0.0579080017693778	0.0669620798098161	-0.0207098396252122	-0.030556881955346	0.174435941316689	0.26255635257163	0.191684423836641	0.0683653813321232	0.120114521061858	0.125407636550745	-0.0321276218333624
LV3003061559	0.167650589454364	-0.0112044240855566	0.039239836938469	-0.0345562337855558	-0.0245198913453845	0.0561949641825884	0.000622439525081711	0.0723286239475908	0.0485702953340826	0.0472926595852007	0.0637471393632229	-0.0246761223318217
LV3003061545	0.281065804689963	-0.01102359267177	0.0258099157433951	-0.0345562337855558	-0.0613015997648201	0.0881688112089648	0.024835713767098	0.144421860699294	0.0558248545840784	0.0594220070668481	0.0777456674930883	-0.0270496964870946
LV3003061531	0.275786474918681	-0.00538018598730478	0.0600193965304422	-0.0255105201788971	0.00406310276216004	0.102809773789476	0.0315692849651312	0.144973712978489	0.0625255948117428	0.0755436513704675	0.0828096455081696	-0.0165815729370761
LV3003061517	0.178840664690313	-0.0213439156051971	0.0793173362605726	-0.00709048693775227	0.0773841292395341	0.104113074525613	0.0402986442032853	0.130258479665932	0.0410877566481558	0.0709690010746146	0.0787076171589988	-0.0201800349441575
LV3003061505	0.0377038797797547	-0.0317203474075498	0.00174030751707744	-0.0345562337855558	-0.0612700195598839	-0.0241126509842327	-0.037003174163584	0.00240316846961492	-0.00231840768762986	0.0151071660213137	0.0426074440360868	-0.0329417027821766
LV3003061488	0.13971604629775	-0.0162514295211378	0.060855492143537	-0.0258596786459067	-0.0263741686079925	0.102631363371146	0.00594027799937519	0.143936468887737	0.0323399137273908	0.0618093465188437	0.0792659481700983	-0.0285744152370715
LV3003061476	0.0509263692150667	-0.0325204673656734	0.0510144840074707	-0.0239465339647568	0.0129432266716602	0.0124649006990731	-0.0319066133059016	0.0343090463046714	0.0279519353805053	0.0298606258371503	0.0413215191085663	-0.0251366995133348
LV3003061571	0.0410792156449434	-0.0140347414625595	-0.0567519452600523	-0.0345562337855558	-0.0594058442046377	-0.0345416207587314	-0.031884999226811	0.0192510769529799	0.0397945660797155	0.0089920586910995	0.0408271231102201	-0.0116223445555636
LV3003061558	0.0777174149464909	-0.0318633416391449	0.0492528743957478	-0.0345562337855558	-0.022162762964471	-0.00498275020367782	-0.0268752973000378	0.0448444495927	0.0257471814344482	0.0386518002335397	0.057227497721438	-0.0284886658965886
LV3003061544	-0.00967094905220962	-0.034883102872007	0.0509489630714197	-0.0314355461613387	-0.0236561113126626	-0.0236015416012125	-0.0347337286918921	-0.000622655532912333	-0.00672239476660767	0.0257731467944581	0.0428479827957763	-0.0303773568219964
LV3003061530	-0.0339824668691349	-0.0380076982203977	0.00737918038518231	-0.0345562337855558	-0.0355895703174792	-0.0580219415690659	-0.0414716091263822	-0.062133682010811	0.0039700525586935	-0.0262648253554016	-0.000491674259734901	-0.0254115099394145
