module	best_balanced_jaccard
black	0.221052631578947
blue	0.536290322580645
brown	0.418478260869565
green	0.771653543307087
greenyellow	0.666666666666667
magenta	0.540983606557377
pink	0.606060606060606
purple	0.362068965517241
red	0.553398058252427
turquoise	0.644787644787645
yellow	0.386243386243386
