setting_id	power	deepSplit	mergeCutHeight	minModuleSize	non_grey_modules	grey_pct	bio_pres_strong	bio_pres_moderate	mean_concordance_pearson	mean_concordance_spearman	mean_concordance_rmse	mean_bootstrap_jaccard	mean_balanced_jaccard
exp4	12	3	0.2	20	11	37.2843628269338	6	5	0.793611584094736	0.62170328558082	0.0952218342204486	0.362598942713879	0.51888033567469
